entity_relation_ids,named_entity,named_entity_id,memory_bank,entity_triple_counts,history_response,corrupt_entity,original_entity,hallucination_tags,data_id
"[0, 0, 0, 0, 0, 0, 9781, 9781, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",springfield,9781,"[[9781, 17935, 3020], [9781, 17935, 17124]]",{9781: 13},"Text to check:<ent>springfield</ent> is the state or insular area capital in the us located in the central time zone and is also the working location of tom johnson, educated at the university of michigan.",[],['Springfield'],0,2568
"[0, 0, 0, 0, 0, 0, 7155, 7155, 7155, 7155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",jurassic park,7155,"[[7155, 17774, 8461], [7155, 17814, 10881]]",{7155: 7},Text to check:<ent>jurassic park</ent> is a media franchise directed by steven spielberg.,[],['Jurassic Park'],0,1912
"[0, 0, 0, 0, 0, 0, 2326, 2326, 2326, 2326, 2326, 2326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",d. h. lawrence,2326,"[[2326, 17981, 14619], [2326, 18058, 2505]]",{2326: 19},"Text to check:<ent>d. h. lawrence</ent> has a famous work titled women in love, whose genre is a novel.",[],['D. H. Lawrence'],0,160
"[0, 0, 0, 0, 0, 0, 12621, 12621, 12621, 12621, 12621, 12621, 0, 0, 0, 0, 0, 0, 0, 0, 0]",christina aguilera,12621,"[[12621, 18095, 1202], [12621, 17785, 653]]",{12621: 48},Text to check:<ent>christina aguilera</ent> was born in staten island.,[],['Staten Island'],0,1669
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2145, 2145, 2145, 2145, 0, 0, 0]",glenda jackson,2145,"[[2145, 17910, 6520], [2145, 18020, 14492]]","{13028: 44, 2145: 22}",Text to check:the headquarters of michael caine is located in the town that is the birthplace of <ent>glenda jackson</ent>.,['Michael Caine'],['Cammell Laird'],1,2261
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16810, 16810, 16810, 0, 0, 0]",japanese,16810,"[[16810, 17811, 10881], [16810, 17926, 1774]]",{16810: 149},Text to check:spirited away is originally in <ent>japanese</ent>.,[],['Japanese'],0,2884
"[0, 0, 0, 0, 0, 0, 11798, 11798, 11798, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",elizabeth daily,11798,"[[11798, 18020, 10416], [11798, 17884, 14076]]",{11798: 11},"Text to check:<ent>elizabeth daily</ent> was cast in rugrats, which has a composer named mark mothersbaugh.",[],['Elizabeth Daily'],0,1371
"[0, 0, 0, 0, 0, 0, 11127, 11127, 11127, 11127, 11127, 11127, 11127, 11127, 11127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",panathinaikos f.c.,11127,"[[11127, 18077, 3316], [11127, 17811, 12955]]",{11127: 5},Text to check:<ent>panathinaikos f.c.</ent> is headquartered in the twinned administrative body of athens.,['Panathinaikos F.C.'],['RCD Espanyol B'],1,1559
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 25, 25, 25, 25, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",robbie williams,25,"[[25, 17957, 8487], [25, 17957, 5752]]",{25: 9},"Text to check:the market town stoke-on-trent is the birthplace of <ent>robbie williams</ent>, a member of blackpool f.c.",['Stoke-on-Trent'],['Pontefract'],1,1927
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 7498, 7498, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7498, 7498, 0, 0, 0]",libya,7498,"[[7498, 17830, 4228], [7498, 17830, 4228]]",{7498: 102},Text to check:the 2011 <ent>libya</ent>n civil war took place in <ent>libya</ent>.,[],['2011 Libyan Civil War'],0,3043
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14517, 14517, 14517, 14517, 14517, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",charlie chaplin,14517,"[[14517, 17914, 14951], [14517, 17914, 8606]]","{1204: 17, 14517: 38}",Text to check:harold lloyd is influenced by <ent>charlie chaplin</ent> and he is a member of the republican party.,[],['Harold Lloyd'],0,2226
"[0, 0, 0, 0, 0, 0, 10416, 10416, 10416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",los angeles,10416,"[[10416, 17970, 14257], [10416, 17970, 12358]]",{10416: 1245},Text to check:<ent>los angeles</ent> unified school district is the school district that has the usa as its country.,[],['Los Angeles Unified School District'],0,3132
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14997, 14997, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",nebraska,14997,"[[14997, 18066, 11508], [14997, 18066, 11508]]",{14997: 41},"Text to check:election is a teen film that takes place in <ent>nebraska</ent>, which shares its border with iowa.",[],['Election'],0,3532
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1667, 1667, 1667, 1667, 0, 0, 0]",new hampshire,1667,"[[1667, 18022, 15012], [1667, 17935, 8011]]","{15012: 15, 1667: 49}",Text to check:j. d. salinger is the person who died in <ent>new hampshire</ent>.,[],['J. D. Salinger'],0,858
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5325, 5325, 0, 0, 0]",germany,5325,"[[5325, 17870, 13244], [5325, 17870, 12435]]","{9814: 26, 5325: 1401}",Text to check:constantin film is a film production company located in <ent>germany</ent>.,[],['Constantin Film'],0,1042
"[0, 0, 0, 0, 0, 0, 4879, 4879, 4879, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",dominica,4879,"[[4879, 17935, 11761], [4879, 17955, 11761]]",{4879: 25},Text to check:<ent>dominica</ent> is a world trade organization member state situated on the lesser antilles.,['Dominica'],['Grenada'],1,3425
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5295, 5295, 5295, 5295, 0, 0, 0]",winston churchill,5295,"[[5295, 17773, 7576], [5295, 17984, 1627]]",{5295: 39},Text to check:into the storm mainly depicts british army member <ent>winston churchill</ent>.,[],['Into the Storm'],0,1562
"[0, 0, 0, 0, 0, 0, 14940, 14940, 14940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",dick wolf,14940,"[[14940, 17815, 17384], [14940, 17815, 5093]]",{14940: 17},"Text to check:<ent>dick wolf</ent> created law & order, which features michael imperioli as a cast member.",[],['Dick Wolf'],0,1217
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9992, 9992, 9992, 9992, 0, 0, 0]",western australia,9992,"[[9992, 17934, 2917], [9992, 17935, 541]]",{9992: 21},Text to check:the indian ocean is located in or next to south australia and located in or next to <ent>western australia</ent>.,[],['Indian Ocean'],0,1385
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1282, 1282, 0, 0, 0]",toronto,1282,"[[1282, 18020, 16591], [1282, 18104, 6596]]",{1282: 197},Text to check:the city that borders a city where will arnett was born is <ent>toronto</ent>.,['Toronto'],['Mississauga'],1,2946
"[0, 0, 0, 0, 0, 0, 14919, 14919, 14919, 14919, 0, 0, 0, 0, 0, 0, 0, 0, 0]",alexandria,14919,"[[14919, 18066, 16937], [14919, 18066, 16937]]",{14919: 24},Text to check:<ent>alexandria</ent> is by the mediterranean sea.,['Alexandria'],['Valletta'],1,281
"[0, 0, 0, 0, 0, 0, 2001, 2001, 2001, 2001, 2001, 2001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",curtis institute of music,2001,"[[2001, 17848, 9852], [2001, 17848, 7994]]",{2001: 6},Text to check:<ent>curtis institute of music</ent> is the higher education institution brad dourif used to study at.,['Curtis Institute of Music'],['Marshall University'],1,552
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11055, 11055, 11055, 11055, 0, 0, 0, 0, 0]",kuk harrell,11055,"[[11055, 17984, 8769], [11055, 17813, 10881]]","{12420: 8, 11055: 9}",Text to check:contemporary worship music is the type of christian music that <ent>kuk harrell</ent> participates in.,[],['contemporary worship music'],0,3112
"[0, 0, 0, 0, 0, 0, 7497, 7497, 7497, 7497, 7497, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",famke janssen,7497,"[[7497, 17848, 8470], [7497, 17848, 13065]]",{7497: 18},Text to check:<ent>famke janssen</ent> studied at the university of amsterdam.,[],['Famke Janssen'],0,1630
"[0, 0, 0, 0, 0, 0, 6217, 6217, 6217, 6217, 6217, 6217, 0, 0, 0, 0, 0, 0, 0, 0, 0]",louis gossett,6217,"[[6217, 17785, 1685], [6217, 17848, 16606]]",{6217: 22},Text to check:<ent>louis gossett</ent> appears in jaws 3-d.,[],['Jaws 3-D'],0,1105
"[0, 0, 0, 0, 0, 0, 2016, 2016, 2016, 2016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",simon property group,2016,"[[2016, 17789, 15440], [2016, 17901, 5284]]",{2016: 2},"Text to check:<ent>simon property group</ent> is headquartered in indianapolis, and its chief executive officer is david simon, who was educated at columbia business school.",[],['Simon Property Group'],0,1262
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17531, 17531, 0, 0, 0]",hungary,17531,"[[17531, 17955, 7285], [17531, 17955, 10201]]",{17531: 474},Text to check:don delillo is the person that authored cosmopolis (the one released in <ent>hungary</ent>).,[],['Don DeLillo'],0,684
"[0, 0, 0, 0, 0, 0, 8592, 8592, 8592, 8592, 8592, 8592, 8592, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",catherine zeta-jones,8592,"[[8592, 17785, 2926], [8592, 17785, 6697]]",{8592: 53},Text to check:<ent>catherine zeta-jones</ent> lives in the same city that swansea university is located in.,[],['Catherine Zeta-Jones'],0,2139
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3631, 3631, 0, 0, 0]",korean,3631,"[[3631, 17925, 327], [3631, 18003, 14675]]",{3631: 17},Text to check:the official language of joseon is <ent>korean</ent>.,[],['Korean'],0,3038
"[0, 0, 0, 0, 0, 0, 10100, 10100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",oregon,10100,"[[10100, 17935, 10881], [10100, 17935, 10192]]",{10100: 66},Text to check:<ent>oregon</ent> formed at the institution of higher learning attended by daniel wu.,[],['Oregon'],0,2713
"[0, 0, 0, 0, 0, 0, 10185, 10185, 10185, 10185, 0, 0, 0, 0, 0, 0, 0, 0]",james stewart,10185,"[[10185, 18020, 17721], [10185, 17813, 10881]]",{10185: 5},Text to check:<ent>james stewart</ent> was born in canada.,[],['James Stewart'],0,1258
"[0, 0, 0, 0, 0, 0, 15970, 15970, 15970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",vietnamese,15970,"[[15970, 17991, 13396], [15970, 17991, 14111]]",{15970: 8},Text to check:<ent>vietnamese</ent> is the official language of vietnam.,[],['Vietnamese'],0,2506
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10881, 10881, 10881, 10881, 10881, 0, 0, 0]",united states of america,10881,"[[10881, 17814, 4517], [10881, 17814, 14843]]","{9976: 15, 10881: 11553}",Text to check:utica is an administrative division of oneida county in <ent>united states of america</ent>.,[],['Utica'],0,665
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4135, 4135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",aladdin,4135,"[[4135, 18020, 16569], [4135, 17813, 10881]]","{4437: 31, 4135: 5}",Text to check:guy ritchie directed <ent>aladdin</ent> (the one in the adventure film genre).,[],['Guy Ritchie'],0,2551
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",english,4590,"[[4590, 17924, 14843], [4590, 17924, 15890]]","{5200: 22, 4590: 6162}",Text to check:madison is a television series that has an original language of <ent>english</ent> and had barry pepper on its cast.,[],['Madison'],0,95
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8797, 8797, 8797, 0, 0, 0, 0, 0, 0]",tokyo,8797,"[[8797, 17870, 1489], [8797, 17870, 82]]",{8797: 151},Text to check:mobile suit gundam seed is an anime television series that originally aired on a channel owned by <ent>tokyo</ent> broadcasting system holdings.,[],['Mobile Suit Gundam SEED'],0,1364
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4358, 4358, 0, 0, 0, 0, 0, 0]",berlin,4358,"[[4358, 17935, 5325], [4358, 17935, 15165]]","{12994: 8, 4358: 171}",Text to check:the bridges of madison county had its regional premiere at the 62nd <ent>berlin</ent> international film festival.,[],['The Bridges of Madison County'],0,1386
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16166, 16166, 16166, 16166, 0, 0, 0]",kristen bell,16166,"[[16166, 17848, 6172], [16166, 18034, 8116]]","{8116: 18, 16166: 24}",Text to check:veronica mars includes the movie character performed by <ent>kristen bell</ent>.,[],['Veronica Mars'],0,871
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6735, 6735, 6735, 6735, 6735, 0, 0, 0]",robert duvall,6735,"[[6735, 18020, 13428], [6735, 17956, 2262]]",{6735: 41},Text to check:t-bone burnett was the composer for a movie produced by <ent>robert duvall</ent>.,[],['T-Bone Burnett'],0,2247
"[0, 0, 0, 0, 0, 0, 17206, 17206, 0, 0, 0, 0, 0, 0, 0, 0, 0]",nick cave,17206,"[[17206, 17926, 4590], [17206, 17813, 327]]",{17206: 42},Text to check:<ent>nick cave</ent> served as composer for lawless.,[],['Nick Cave'],0,705
"[0, 0, 0, 0, 0, 0, 17525, 17525, 17525, 17525, 17525, 17525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cyril j. mockridge,17525,"[[17525, 17798, 15566], [17525, 18021, 4488]]",{17525: 11},"Text to check:<ent>cyril j. mockridge</ent> died in new york city, a big city.",['New York City'],['Honolulu'],1,2879
"[0, 0, 0, 0, 0, 0, 14842, 14842, 14842, 14842, 14842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",antonio banderas,14842,"[[14842, 18018, 16714], [14842, 18110, 13935]]",{14842: 29},Text to check:<ent>antonio banderas</ent> performed in the spanish-language puss in boots.,[],['Antonio Banderas'],0,382
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4552, 4552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",christmas,4552,"[[4552, 17946, 6963], [4552, 18043, 12797]]","{12295: 40, 4552: 53}",Text to check:john cleese narrated mickey's magical <ent>christmas</ent>: snowed in at the house of mouse.,[],['John Cleese'],0,2667
"[0, 0, 0, 0, 0, 0, 7486, 7486, 7486, 0, 0, 0, 0, 0, 0, 0]",monroe county,7486,"[[7486, 18066, 5000], [7486, 18066, 6838]]",{7486: 7},Text to check:<ent>monroe county</ent> contains la crosse.,['Monroe County'],['La Crosse County'],1,3340
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10416, 10416, 10416, 0, 0, 0]",los angeles,10416,"[[10416, 17871, 8575], [10416, 17970, 101]]",{10416: 1245},"Text to check:ben stiller is the individual who works as voice talent and also produces starsky & hutch, the series which shoots in <ent>los angeles</ent>.",[],['Ben Stiller'],0,506
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15575, 15575, 15575, 15575, 15575, 0, 0, 0]",penobscot county,15575,"[[15575, 18066, 11323], [15575, 18066, 11323]]",{15575: 15},Text to check:bangor is located in <ent>penobscot county</ent>.,[],['Bangor'],0,37
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5445, 5445, 5445, 5445, 5445, 0, 0, 0]",ralph stanley,5445,"[[5445, 17949, 13548], [5445, 17881, 14925]]",{5445: 15},Text to check:old-time music is a genre of music from the usa that has a popular example in <ent>ralph stanley</ent>.,[],['old-time music'],0,3310
"[0, 0, 0, 0, 0, 0, 1212, 1212, 1212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tom hardy,1212,"[[1212, 18020, 10881], [1212, 17812, 10881]]",{1212: 5},Text to check:<ent>tom hardy</ent> is a defender and his birthplace is the united states of america.,[],['Tom Hardy'],0,740
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17334, 17334, 17334, 17334, 17334, 0, 0, 0]",douglas adams,17334,"[[17334, 17758, 7476], [17334, 17758, 8732]]",{17334: 30},Text to check:the hitchhiker's guide to the galaxy was penned by <ent>douglas adams</ent>.,[],"[""The Hitchhiker's Guide to the Galaxy""]",0,3273
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14437, 14437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",montana,14437,"[[14437, 17811, 10881], [14437, 17783, 15226]]","{12884: 54, 14437: 40}",Text to check:jack black is in the cast of hannah <ent>montana</ent>: the movie and tropic thunder.,['Jack Black'],['Tyra Banks'],1,220
"[0, 0, 0, 0, 0, 0, 15571, 15571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",enid,15571,"[[15571, 17785, 16063], [15571, 17881, 3287]]",{15571: 6},Text to check:<ent>enid</ent> is a television film that has helena bonham carter as a cast member.,[],['Enid'],0,1749
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12295, 12295, 12295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",john cleese,12295,"[[12295, 17848, 5250], [12295, 17773, 7998]]",{12295: 40},Text to check:downing college is the higher learning institution attended by <ent>john cleese</ent> within the university of cambridge that also contains peterhouse.,[],['Downing College'],0,1583
"[0, 0, 0, 0, 0, 0, 14499, 14499, 14499, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",kal penn,14499,"[[14499, 17848, 6840], [14499, 17956, 9710]]",{14499: 19},Text to check:<ent>kal penn</ent> is cast on the tv series composed by john ottman.,[],['Kal Penn'],0,3511
"[0, 0, 0, 0, 0, 0, 2238, 2238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",africa,2238,"[[2238, 17873, 2153], [2238, 17831, 15513]]",{2238: 6},Text to check:<ent>africa</ent> is the continent in which sierra leone is located.,[],['Africa'],0,403
"[0, 0, 0, 0, 0, 0, 12851, 12851, 12851, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",gangsta rap,12851,"[[12851, 17860, 1340], [12851, 17881, 1340]]",{12851: 29},Text to check:<ent>gangsta rap</ent> is the mechanical wave which is the genre of ice-t.,[],['gangsta rap'],0,1597
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11888, 11888, 11888, 11888, 0, 0, 0]",tony thomas,11888,"[[11888, 18034, 1526], [11888, 18020, 10416]]",{11888: 7},Text to check:the golden girls was produced by <ent>tony thomas</ent>.,[],['Tony Thomas'],0,1951
"[0, 0, 0, 0, 0, 0, 8742, 8742, 8742, 8742, 8742, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",william travilla,8742,"[[8742, 17786, 15968], [8742, 17984, 5411]]",{8742: 6},Text to check:<ent>william travilla</ent> was the costume designer who died from lung cancer.,[],['William Travilla'],0,920
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6996, 6996, 6996, 6996, 0, 0, 0, 0, 0]",sierra leone,6996,"[[6996, 17854, 2415], [6996, 18054, 3438]]","{2238: 6, 6996: 46}",Text to check:africa is the continent in which <ent>sierra leone</ent> is located.,[],['Africa'],0,403
"[0, 0, 0, 0, 0, 0, 13524, 13524, 13524, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",rob reiner,13524,"[[13524, 17831, 13717], [13524, 18058, 13717]]",{13524: 30},Text to check:<ent>rob reiner</ent> is the human who has the notable work this is spinal tap.,['Rob Reiner'],['Harry Shearer'],1,2316
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12994, 12994, 12994, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",madison county,12994,"[[12994, 17935, 6895], [12994, 17935, 9094]]",{12994: 8},Text to check:the bridges of <ent>madison county</ent> had its regional premiere at the 62nd berlin international film festival.,[],['The Bridges of Madison County'],0,1386
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12797, 12797, 0, 0, 0]",italy,12797,"[[12797, 17870, 3827], [12797, 17814, 15263]]",{12797: 1002},Text to check:the name of the rose is a tv series that falls within the thriller genre and originates from <ent>italy</ent>.,[],['The Name of the Rose'],0,1448
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1764, 1764, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cbs,1764,"[[1764, 18004, 274], [1764, 18004, 15733]]","{8264: 23, 1764: 105}","Text to check:carroll o'connor is a cast member of the <ent>cbs</ent> production, in the heat of the night.",[],"[""Carroll O'Connor""]",0,581
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15296, 15296, 0, 0, 0, 0]",greek,15296,"[[15296, 17814, 10881], [15296, 17924, 4590]]","{17064: 135, 15296: 6}",Text to check:the mythological story that clash of the titans (shot in malta) is based on is <ent>greek</ent> mythology.,[],['Greek mythology'],0,1841
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12657, 12657, 12657, 12657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",james mason,12657,"[[12657, 17979, 3176], [12657, 17979, 15376]]","{1: 1184, 12657: 23}","Text to check:the progressive conservative party of canada replaced the political party that <ent>james mason</ent>, a general officer in the military, belonged to.",[],['Progressive Conservative Party of Canada'],0,2209
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10653, 10653, 10653, 10653, 0, 0, 0, 0, 0, 0, 0, 0]",stephen frears,10653,"[[10653, 17831, 1322], [10653, 17831, 11729]]",{10653: 19},Text to check:the queen is a written work whose director is <ent>stephen frears</ent> and language use is english.,['The Queen'],['High Fidelity'],1,2684
"[0, 0, 0, 0, 0, 0, 2761, 2761, 2761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",schizophrenia,2761,"[[2761, 17902, 16099], [2761, 17902, 1894]]",{2761: 2},"Text to check:<ent>schizophrenia</ent> is a psychosis that is the main subject of the medical health specialty in one flew over the cuckoo's nest, a prison film.",[],['schizophrenia'],0,3414
"[0, 0, 0, 0, 0, 0, 1467, 1467, 1467, 1467, 1467, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",martin scorsese,1467,"[[1467, 17979, 17268], [1467, 17979, 17031]]",{1467: 86},Text to check:<ent>martin scorsese</ent> is the director of cape fear that was nominated for a bafta award for best editing.,[],['Martin Scorsese'],0,1756
"[0, 0, 0, 0, 0, 0, 13786, 13786, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",gary cooper,13786,"[[13786, 17785, 17343], [13786, 17785, 4687]]",{13786: 31},Text to check:<ent>gary cooper</ent> is a houston astros team member who is a native of lynwood.,[],['Gary Cooper'],0,3061
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16810, 16810, 16810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",japanese,16810,"[[16810, 17991, 1939], [16810, 18003, 17629]]",{16810: 149},Text to check:kaneto shiozawa is a <ent>japanese</ent> citizen who is in the cast of street fighter ii: the animated movie.,[],['Kaneto Shiozawa'],0,3294
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3415, 3415, 3415, 3415, 0, 0, 0, 0, 0, 0]",timothy busfield,3415,"[[3415, 17984, 9317], [3415, 17848, 5282]]","{15882: 31, 3415: 12}",Text to check:boston university is <ent>timothy busfield</ent>'s educational site.,['Boston University'],['East Tennessee State University'],1,2963
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17306, 17306, 17306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",butler county,17306,"[[17306, 17935, 5538], [17306, 17935, 5630]]","{5630: 6, 17306: 16}",Text to check:hamilton is an administrative division of <ent>butler county</ent> that is an administrative division of ohio.,[],['Hamilton'],0,2425
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2406, 0, 0, 0, 0, 0]",24,2406,"[[2406, 17979, 13097], [2406, 17979, 10845]]","{141: 6, 2406: 61}","Text to check:the screen actors guild award for outstanding performance by a male actor in a miniseries or television movie, which was earned by actor kevin bacon, was also nominated for <ent>24</ent>: redemption.",[],['Screen Actors Guild Award for Outstanding Performance by a Male Actor in a Miniseries or Television Movie'],0,2210
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4082, 4082, 0, 0, 0]",myanmar,4082,"[[4082, 17955, 16328], [4082, 17830, 10881]]",{4082: 62},Text to check:james wilby was born in the capital city of <ent>myanmar</ent>.,[],['James Wilby'],0,3407
